10.053,9.4423,23.335
9.9936,8.8589,22.035
9.9565,9.7272,24.247
9.9426,8.4886,20.884
10.721,8.9099,24.052
10.021,8.3586,19.751
10.872,8.6867,22.888
10.884,8.3849,21.717
10.95,8.0112,20.613
11.125,7.8657,19.465
10.923,9.4725,25.331
11.724,8.772,24.827
11.917,8.1785,22.601
11.761,7.4732,20.011
11.811,7.7122,21.162
11.742,8.5135,23.696
13.026,8.6428,25.664
12.962,7.5387,19.533
12.686,7.681,20.88
12.718,7.8229,22.02
12.922,8.1963,23.081
13.941,7.4313,20.282
12.929,8.2536,24.478
14.041,7.7575,21.393
13.785,8.2912,24.94
13.904,7.9797,22.733
13.831,8.1202,23.835
14.843,8.0611,21.972
14.845,8.3173,23.227
