14.594,85.631,38.908
11.274,21.411,39.108
33.077,4.771,47.968
77.897,4.691,35.068
106.63,18.261,39.928
123.48,55.921,32.308
104.51,89.431,40.198
77.77,100.43,35.078
36.997,97.531,47.728
11.84,74.291,56.968
10.134,55.921,63.308
9.6999,32.991,57.138
34.016,8.651,67.888
66.678,1.341,56.618
91.385,15.561,77.898
125.34,55.921,58.128
91.23,90.251,77.728
64.242,103.41,56.738
37.531,92.331,67.138
37.55,78.921,82.248
26.649,55.921,83.268
35.149,21.531,83.018
70.487,8.741,81.268
115.2,35.891,78.228
116.85,55.921,82.638
113.72,69.971,76.518
68.329,94.845,80.738
71.626,76.231,98.348
47.806,55.921,98.348
73.164,25.481,100.31
98.482,55.921,100.59
73.062,55.921,104.21
0.14988,55.921,39.778
