-21.6	10.8	100
-27.2	10.7	95.7

-39.1	-18.8	69.9
-42.2	-18.4	59.6

-13.4	-26.6	96.6
-18.6	-27.2	92

-16.1	-39.7	53.9
-17.3	-39.8	47

7.0	-41.4	74.4
4.9	-42.0	67.7

15.7	-40.4	43.4
16.8	-42.1	36.4

36	-35.8	67
35.5	-36	59.9

45.7	-28.8	38.5
45.6	-26.7	31.7

64.1	-13.8	58.2
60.4	-18.4	62.2

66.5	-1.8	39.5
64.1	-0.4	33

66.7	21.3	39
64.1	19.4	32.5

57.8	22.8	22
53.7	27.5	18.8

7.1	-17.3	112.3
2.7	-12	112.7

41.6	47.5	33.2
47.2	45.1	36.8

62.1	36.7	64.2
62.0	37	57.1

44.8	47.3	38.7
43.8	45.5	31.7

31.6	57.4	66.2
36.9	54.8	62.1

15.7	58.6	36.5
14.6	58.5	43.4

4	58.1	74.4
2.2	59.1	67.9

-14.2	55.6	47.7
-19	53.2	52

-10.2	41.9	93.8
-14.7	43.6	88.6

46.1	39.8	96.8
51.4	37.3	92.9

68	10.8	89.5
64.6	11	95.9

50.7	-16.8	98.3
51.8	-19	91.7

24.4	-32	95.3
17.2	-34	96.2

8	30	111.4
1.1	31.3	108.9

21.4	51.6	93
18.1	48.6	98.5

48.1	37.7	98.2
49.2	39.6	91.5

66.8	13.8	90.6
66	7.8	94.9

51.9	-18.9	91.7
50.7	-17.5	98.5

22.8	-31.5	98.2
19.3	-34.4	93.1

-14.8	43.5	88.7
-10.3	41.8	93.8

1	31.1	109.1
7.9	29.7	111.5

16.8	11.6	117.4
23.8	11.5	118.4

8.6	-14.2	113.9
1.9	-14.7	111.5

-13.5	-26.5	96.7
-18.6	-27.1	92.0

-21.6	10.7	100
-27.2	10.6	95.7
