4456, 4653, 3362, 2302, 1.000000
4111, 4478, 1251, 4316, 1.000000
5899, 5031, 2821, 2845, 1.000000
4821, 878, 3731, 5602, 1.000000
6511, 6135, 9, 525, 1.000000
5953, 44, 354, 4798, 1.000000
5171, 5501, 3031, 813, 1.000000
6133, 5927, 2876, 3049, 1.000000
6282, 2955, 5851, 5135, 1.000000
3463, 4215, 4451, 2685, 1.000000
3784, 2221, 5321, 4369, 1.000000
1640, 5865, 3376, 6102, 1.000000
3147, 2486, 2764, 1970, 1.000000
4027, 3673, 2920, 3624, 1.000000
5002, 1312, 3508, 1471, 1.000000
5538, 5806, 2515, 4577, 1.000000
5135, 5851, 5101, 3747, 1.000000
3963, 1753, 6029, 5617, 1.000000
6018, 2532, 5046, 4055, 1.000000
5343, 3583, 3259, 4944, 1.000000
2050, 4210, 1537, 4000, 1.000000
590, 1624, 2114, 4351, 1.000000
6337, 2939, 3365, 6286, 1.000000
1355, 2547, 98, 2540, 1.000000
2854, 3158, 4528, 1819, 1.000000
2385, 1440, 27, 6016, 1.000000
5434, 30, 5224, 5110, 1.000000
743, 6568, 640, 2266, 1.000000
1049, 4978, 4181, 873, 1.000000
4112, 3811, 3939, 1790, 1.000000
5168, 6306, 4184, 3291, 1.000000
4555, 1682, 3413, 3801, 1.000000
4783, 5025, 337, 3893, 1.000000
2392, 6479, 4180, 2383, 1.000000
1688, 4134, 940, 3287, 1.000000
4336, 23, 4239, 3251, 1.000000
5397, 1060, 4948, 3314, 1.000000
4791, 1877, 1981, 2811, 1.000000
4083, 1869, 2662, 3351, 1.000000
6339, 2644, 5664, 2071, 1.000000
2158, 5439, 2953, 6303, 1.000000
5257, 2900, 1925, 5340, 1.000000
792, 1003, 2214, 1919, 1.000000
4973, 2630, 3649, 6298, 1.000000
6367, 5116, 2117, 5952, 1.000000
3932, 4612, 898, 2530, 1.000000
2754, 4322, 4873, 6566, 1.000000
5614, 4302, 4154, 2464, 1.000000
1513, 5891, 4842, 5827, 1.000000
6510, 4604, 2418, 2076, 1.000000
3489, 2177, 4700, 4973, 1.000000
2629, 883, 312, 3958, 1.000000
2318, 3909, 1578, 3139, 1.000000
3971, 1179, 2804, 3173, 1.000000
1545, 1391, 1407, 5590, 1.000000
2511, 4567, 2421, 1709, 1.000000
4669, 5405, 4279, 1889, 1.000000
253, 5894, 3119, 810, 1.000000
5988, 5911, 5455, 1915, 1.000000
3529, 21, 1095, 1405, 1.000000
3096, 5352, 3297, 1841, 1.000000
4777, 1306, 5586, 2988, 1.000000
2262, 5957, 5527, 2804, 1.000000
6306, 5744, 2619, 4801, 1.000000
6290, 3451, 2126, 6059, 1.000000
4275, 5661, 4195, 2742, 1.000000
2294, 4823, 5666, 684, 1.000000
1527, 1022, 4292, 138, 1.000000
1894, 3400, 3697, 5573, 1.000000
170, 173, 894, 970, 1.000000
6255, 1668, 2232, 4132, 1.000000
3229, 1151, 4767, 1547, 1.000000
2846, 6350, 1767, 5824, 1.000000
1003, 3127, 2214, 1919, 1.000000
2636, 5218, 1734, 2240, 1.000000
4062, 240, 4292, 3551, 1.000000
4187, 2161, 3611, 4216, 1.000000
4358, 2073, 5062, 5895, 1.000000
3773, 2055, 1642, 5807, 1.000000
4529, 6123, 5300, 6192, 1.000000
4256, 829, 2571, 2909, 1.000000
1628, 3410, 5215, 5789, 1.000000
4900, 4917, 18, 5651, 1.000000
2937, 1820, 5970, 4477, 1.000000
1751, 2927, 5308, 3874, 1.000000
6539, 3705, 2121, 2592, 1.000000
1858, 4250, 5692, 2626, 1.000000
2996, 1673, 5578, 6213, 1.000000
2098, 2297, 3540, 5132, 1.000000
2116, 3109, 912, 4710, 1.000000
5599, 240, 1514, 4062, 1.000000
2533, 1426, 1463, 268, 1.000000
5179, 3635, 3697, 5054, 1.000000
2661, 3843, 4021, 4704, 1.000000
2158, 3642, 5439, 3550, 1.000000
4892, 1724, 6389, 2077, 1.000000
2102, 3826, 3276, 4773, 1.000000
2649, 5569, 222, 5965, 1.000000
828, 5486, 349, 5378, 1.000000
1842, 5040, 3076, 3450, 1.000000
3477, 4784, 6552, 1406, 1.000000
6231, 3733, 1698, 2469, 1.000000
6591, 2457, 1036, 4896, 1.000000
2586, 2019, 3283, 5725, 1.000000
6206, 1671, 6208, 5918, 1.000000
2287, 4934, 5144, 2652, 1.000000
2504, 4868, 4928, 3580, 1.000000
5129, 4851, 2778, 2538, 1.000000
4191, 4896, 2985, 4825, 1.000000
6312, 1601, 1616, 4088, 1.000000
2500, 3255, 6159, 2014, 1.000000
4675, 2061, 3932, 6041, 1.000000
1351, 4365, 5856, 6409, 1.000000
2171, 4581, 3729, 5322, 1.000000
4952, 3074, 1991, 5974, 1.000000
4218, 269, 2953, 4980, 1.000000
3589, 6504, 4487, 1005, 1.000000
566, 4729, 6500, 3341, 1.000000
897, 5061, 2263, 1433, 1.000000
6502, 3277, 4278, 4684, 1.000000
4952, 2468, 3074, 3714, 1.000000
3816, 6208, 1652, 5918, 1.000000
4394, 3117, 5757, 3494, 1.000000
2368, 4737, 3704, 1566, 1.000000
4644, 3591, 2628, 4809, 1.000000
6337, 6585, 3365, 1805, 1.000000
2357, 3326, 2082, 5580, 1.000000
4533, 1236, 3445, 187, 1.000000
4521, 2346, 1796, 2036, 1.000000
3109, 2116, 2671, 4710, 1.000000
3781, 5907, 5974, 2554, 1.000000
2260, 5273, 5350, 4190, 1.000000
6329, 1424, 157, 4933, 1.000000
5740, 3074, 5974, 1991, 1.000000
6488, 4806, 85, 5862, 1.000000
3577, 3149, 3232, 2246, 1.000000
4531, 1683, 3290, 2882, 1.000000
5338, 3028, 4464, 1849, 1.000000
2014, 5550, 4556, 2357, 1.000000
1991, 4743, 2785, 6311, 1.000000
5411, 4969, 811, 2732, 1.000000
2775, 6145, 5446, 3237, 1.000000
4517, 3298, 2974, 5148, 1.000000
4108, 6022, 6395, 3657, 1.000000
68, 3778, 739, 6155, 1.000000
3104, 3685, 5615, 2370, 1.000000
1938, 2711, 5490, 5589, 1.000000
1922, 5000, 5444, 2844, 1.000000
4085, 5767, 78, 3160, 1.000000
2397, 2798, 4160, 3293, 1.000000
2450, 4971, 5060, 1762, 1.000000
2714, 5295, 83, 1928, 1.000000
3230, 3953, 2227, 2442, 1.000000
2997, 1957, 4040, 4745, 1.000000
3382, 4624, 6077, 1631, 1.000000
4383, 2191, 6022, 2329, 1.000000
5462, 5239, 3439, 2561, 1.000000
4233, 1141, 414, 3141, 1.000000
6481, 5879, 3573, 3270, 1.000000
4118, 3054, 5874, 2293, 1.000000
5182, 2695, 2442, 3092, 1.000000
1895, 3804, 4159, 5029, 1.000000
929, 6506, 2326, 6275, 1.000000
3018, 4750, 5971, 2622, 1.000000
4850, 3568, 1841, 2208, 1.000000
6122, 5751, 4634, 5138, 1.000000
1789, 5257, 5340, 2900, 1.000000
1604, 5455, 5728, 5911, 1.000000
4871, 6236, 4104, 5429, 1.000000
4201, 2206, 1010, 19, 1.000000
5540, 1685, 3339, 4662, 1.000000
4252, 6172, 6151, 2994, 1.000000
3848, 1904, 5126, 4397, 1.000000
6308, 2436, 4236, 3910, 1.000000
3615, 1516, 4258, 5950, 1.000000
2441, 2056, 5266, 5689, 1.000000
5766, 1861, 6472, 3602, 1.000000
832, 801, 6163, 415, 1.000000
3649, 6342, 1589, 2754, 1.000000
2559, 2168, 4476, 1865, 1.000000
5813, 3985, 1646, 2634, 1.000000
2159, 5102, 4788, 3623, 1.000000
3775, 2373, 5537, 6243, 1.000000
6407, 2398, 288, 4695, 1.000000
4352, 5986, 2261, 5690, 1.000000
6485, 3902, 1879, 3705, 1.000000
536, 625, 5364, 4797, 1.000000
2972, 2678, 2625, 3168, 1.000000
5966, 2687, 825, 3150, 1.000000
1923, 3115, 3273, 5789, 1.000000
3078, 4530, 243, 5370, 1.000000
3516, 5176, 4992, 6066, 1.000000
3901, 6527, 1559, 2877, 1.000000
6073, 3618, 3936, 1696, 1.000000
2133, 2860, 5992, 3590, 1.000000
3436, 3026, 5852, 4301, 1.000000
1121, 5750, 1031, 663, 1.000000
3841, 1772, 5981, 4448, 1.000000
2935, 604, 405, 5487, 1.000000
5010, 5241, 5350, 4731, 1.000000
5755, 4692, 2323, 3010, 1.000000
4080, 2711, 5589, 5675, 1.000000
6026, 3687, 450, 5849, 1.000000
4607, 2484, 4007, 1752, 1.000000
5601, 5084, 4386, 693, 1.000000
3369, 6291, 2193, 3787, 1.000000
2498, 4418, 4158, 800, 1.000000
4572, 4737, 1902, 6144, 1.000000
1109, 5931, 4456, 4653, 1.000000
3127, 3402, 1756, 6314, 1.000000
5209, 6372, 1924, 2670, 1.000000
6440, 3484, 5285, 1778, 1.000000
3250, 4331, 165, 1224, 1.000000
2323, 6372, 1924, 2951, 1.000000
4243, 1378, 4925, 2452, 1.000000
873, 928, 533, 5506, 1.000000
3283, 1915, 5161, 3138, 1.000000
4983, 4225, 2037, 3973, 1.000000
4046, 5573, 5188, 3347, 1.000000
1822, 5808, 2306, 3246, 1.000000
4551, 4621, 1024, 3605, 1.000000
5824, 2071, 3274, 2846, 1.000000
4722, 2079, 4758, 5173, 1.000000
3945, 2078, 4585, 5542, 1.000000
5734, 3289, 3976, 2065, 1.000000
3114, 3285, 6260, 953, 1.000000
660, 5803, 3996, 4806, 1.000000
3542, 6288, 4471, 1226, 1.000000
1096, 121, 5782, 5110, 1.000000
5256, 344, 4213, 1294, 1.000000
2007, 2741, 5049, 3205, 1.000000
4215, 754, 1315, 5451, 1.000000
1827, 6121, 2445, 5088, 1.000000
2767, 302, 1485, 4325, 1.000000
2136, 3654, 2002, 4266, 1.000000
6517, 3454, 2472, 6581, 1.000000
3922, 5112, 1823, 2998, 1.000000
1729, 5581, 2620, 2429, 1.000000
